clip_id,video_id,video_title,clip_url,transcription,timestamp,chunk_number,phrase_found
_KAFMrasix4_clip_468_474,_KAFMrasix4,Musimy szukać sposobów,https://www.youtube.com/watch?v=_KAFMrasix4&t=468s,"Ja znam na tym, zaduszki są jutro, ale to dzisiaj wszyscy chodzą na cmentarze, z tego co pamiętam.  Tak? Dzisiaj, zawsze 1 listopada wszyscy chodzili na cmentarz.  No więc ja generalnie nie wiem.  Kasia Bańka, Marzena Kubińska i Dawid Nadolny mają dzisiaj urodziny  i jeszcze pewnie mnóstwo innych osób, które też mają urodziny, o których nie wiem,  ale dla nich też specjalnie głębokie życzenia, głębokie, piękne, z serca płynące,  długiego, pięknego, spełnionego, bogatego, szczęśliwego, pełnego, zdrowego życia.  I happy birthday to you.  Tak skromnie dzisiaj.  Co?  Rzeczywiście dzisiaj niewielu osobom się chciało wstać z tego, co widzę,  ale będzie dobrze.  Tysiąc pewnie przebijemy na wszystkich czterech kanałach.  I zapytałem się, bo ciekawość mnie zjadała,  czy odwiedzasz dzisiaj groby swoich bliskich?  I uwaga, 65% będzie odwiedzać, bo jest to dla nich bardzo ważne  i 66% będzie odwiedzać.  Dzisiaj groby swoich bliskich.  Nie, bo mam za daleko, 14%.  Nie, bo swoich zmarłych mam w sercu, 15%.  I 4% nie obchodzi tego święta.  No, ciekawa statystyka.  Tak sobie myślę.  Odpowiedziało wprawdzie 498 osób.  Ale jeżeli jesteś teraz na żywo z nami, to po prostu  możesz też wziąć udział w zabawie, w ankiecie,  jeżeli jesteś na żywo tutaj z nami.  Jeszcze twój syn...",468.42,3, I happy birthday to you.
tciznu8jDVg_clip_309_315,tciznu8jDVg,Rozmowa o marzeniach,https://www.youtube.com/watch?v=tciznu8jDVg&t=309s,"mądrego, zdrowego, bogatego, spełnionego, szczęśliwego, bardzo, bardzo pięknego życia  i happy birthday to you. Tak to już śpiewam, śpiewam, śpiewać każdy może,  trochę lepiej lub trochę gorzej i ze mną właśnie tak to jest, że czasami jest lepiej,  czasami jest gorzej. Nie wiem jak dzisiaj było, pewnie Adam tam coś usłyszał  i napisze mi zaraz, liczę na to bardzo. Dzisiaj, ponieważ czasami zapraszam osoby,  które dzielą się i w pewnym sensie są dowodem na to, że to o czym mówimy tutaj działa.  To co robimy jako zresztą...  Firma działa i ze mną jest dzisiaj osoba, która zapisała się złotymi literami  już w historii Heksagonu, mianowicie jest jedną, jest autorką, współautorką książki  na temat nawyków dla dzieci i dzisiaj opowie o spełnieniu swoich marzeń  i jak to się zadziało. Z nami dzisiaj Joanna Pacula-Nowak, osoba, która mieszka  na co dzień we Wiedniu. Dzień dobry, Joanno.  Witaj, witaj bardzo serdecznie. Bardzo dziękuję za zaproszenie.  Na co dzień mieszkam w Wiedniu, ale dzisiaj łączę się ze Śląska.  Dopiero wróciłam z Warszawy i też chętnie opowiem, co tam robiłam.  No właśnie, bo to było takie spotkanie dotyczące również nawyków dla dzieci  i tam była prezentacja między innymi nowej twojej książki.  Tam była prezentacja książki,  jestem współautorką, czyli obudź w sobie supermocy i bardzo dużo rozmawialiśmy też  o moim ulubionym nawyku, czyli o...",309.36,2," i happy birthday to you. Tak to już śpiewam, śpiewam, śpiewać każdy może,"
bjC1rTguB1s_clip_561_567,bjC1rTguB1s,O co chodzi z tym ogrodem?,https://www.youtube.com/watch?v=bjC1rTguB1s&t=561s,"podesłała mi  i już się zmieniło.  A tam miałem jeszcze otworzone  i już mi Facebook to zmienił.  No dobra. Dla tych, o których  powiedziałem,  szczególne życzenia długiego, pięknego,  zdrowego, mądrego, bogatego, spełnionego,  szczęśliwego, dojrzałego  życia życzę.  I śpiewam  Happy Birthday to you  spełnienia  najpiękniejszych marzeń.  Życzę wszystkim tym,  tym, którzy mają dzisiaj urodziny  i tym, o których nie wiem,  a mają urodziny,  to z głębokiego serca,  z serca całego, te  najpiękniejsze życzenia  właśnie długiego, spełnionego życia.  I dalej.  Dalej co?  Jaka temperatura  na Malcie?  Myślę, że około 20 stopni.  Za chwilę wzejdzie słońce. Zerknijmy  może jak teraz wygląda nad zatoką.  O, teraz tak wygląda  widok z mojego balkonu.  Ja tam wystawiłem po prostu statyw  z telefonem i za pomocą  bluetootha mi się łączy  i mogę pokazać jak wygląda.  Ja za chwilę jeszcze pokażę, kiedy  wzejdzie słońce. Wprawdzie z tego miejsca  nie będzie widać chyba  wschodu słońca,  ale będzie widać jak wygląda  zatoka.  No dobra. Cieszę się,  że jesteś ze mną  dzisiaj. Bardzo  mocno to  przeżywam, że jestem tutaj  na Malcie, że spotykam tyle osób.  Po południu spotkałem dwie dziewczyny z Polski.  Nie, więcej właściwie spotkałem osób z Polski,  ale w mojej grupie były dwie dziewczyny,  siostry. Paulina i Dorota.  I to było takie  fantastyczne.  Ale generalnie graliśmy  w bingo. W życiu wcześniej nie grałem w bingo.  Grałeś kiedyś w bingo?  Bo ja jeszcze nie.  Zapytałem się tak,  bo pomyślałem sobie ciekawe,  czy wierzysz.  Nie, na kolorowych koszul nie zabieram.",561.8,4, Happy Birthday to you
Hau70hjqGb4_clip_609_615,Hau70hjqGb4,Dlaczego często nie spełniamy marzeń?,https://www.youtube.com/watch?v=Hau70hjqGb4&t=609s,"marzenia spełnia się od razu za pierwszym  razem. Do marzeń trzeba  podejść czasami kilka razy  i ja hiszpańskiego nie odpuściłem.  Tylko dotarło do mnie,  że ja uczę się języka w bardzo  specyficzny sposób. I to moje  pierwsze podejście z Moniką Richardson,  którą robiłem online,  coś tam dało, ale bardzo, bardzo  niewiele, więc  zostawiam to sobie jeszcze.  Jeżeli mam jeszcze przed sobą  trochę życia, to na pewno podejdę  do tego. I jeszcze raz.  Urodziny. Frida Jabłońska,  Izabela Filińska,  Schellenbaum, Beata  Uberna, Paweł Turko,  Tobia Starach,  Wiktoria Danisz, czy Litwińska, tego nie wiem,  ponieważ mama ma dwa nazwiska, więc  Wiktoria nie wiem. Edyta  Małysz, ciekawe czy z tych Małyszów.  I wreszcie Tadeusz Szczepaniak  ma dzisiaj również urodziny  i imieniny. I jeszcze Natalka  ma dzisiaj też urodziny.  Dla nich wszystkich oczywiście  długiego,  pięknego, zdrowego,  szczęśliwego, spełnionego,  bogatego, zdrowego,  mądrego życia.  Happy birthday to you.  Dla wszystkich.  Dla wszystkich, którzy mają urodziny  dzisiaj, o których wiem, o których  nie wiem. Niech  będzie po prostu życie  dla ciebie  piękne.  Dobrze. Nauka języka  to długi proces, pisze Dorota.  Ja nauczyłem się  niemieckiego w kilka miesięcy  i to naprawdę bardzo, bardzo  na wysokim poziomie,  ale najważniejsze, żeby  nie pójść w ślady Himmelsbacha.  Ja wiem, ja znam Zbigniew,  tę historię, kiedy  Jasiowi Himmelsbachowi zaproponowano, żeby  się nauczył angielskiego, bo może zostanie  propozycję z Hollywood do zagrania  w firmie amerykańskim, a on odparł  w tym momencie, że on się nie będzie uczył,  bo nauczy się tego angielskiego,  Amerykanie go nie zaproponują.",609.7,4, Happy birthday to you.
UEP9IrgDfWo_clip_566_572,UEP9IrgDfWo,Sztuka myslenia o pieniądzach,https://www.youtube.com/watch?v=UEP9IrgDfWo&t=566s,"Saganek ma urodziny jutro, więc ja już dzisiaj składam jej życzenia.  Czyli dla Elżbiety Czarneckiej, dla Arka Juszkiewicza, dla Marcinaka i dla Alicji Kulpita-Saganek  to najlepsze życzenia.  Z całego serca życzę Wam pięknego, długiego, zdrowego, bogatego, szczęśliwego, spełnionego życia  i dla Was happy birthday to you.  Tak jest z głębokiego serca płynące, życzenia obfitości w życiu.  A nie wiem czy Alicja dzisiaj jest, no ale Alicja jutro jest Ania, więc wiedząc, że masz jutro urodziny  Alicja to jest ta dziewczyna, którą dwa lata temu prowadziłem do ołtarza, do ślubu  w zastępstwie jej taty, który niestety wcześniej zmarł.  No i cóż, co Ci mogę powiedzieć?  Ponieważ dzisiaj nie przygotowywałem się specjalnie na dzisiejszy klub, przygotowując różnego rodzaju treści,  więc będę dzisiaj w pewnym sensie opowiem Ci może o tym, jak to się działo, bo nie wszyscy mnie znają  i gdzieś tam moja przygoda, kiedy zacząłem rozumieć pieniądze,  miała się dawno, dawno temu, ja jeszcze może tylko zerknę, bo może uda mi się odtworzyć komentarze na dzisiaj,  bo ja w zapowiedzi napisałem, że będzie dzisiaj rozmowa, niestety mój gość zaspał, nie dotarł i jak myśleć o swoich pieniądzach,  jak zbudować majątek, czy dochodzenie do zamożności jest trudne.  My będziemy bardzo dużo z tych tematów poruszać.  W czasie jednego spotkania na wyzwiecie.",566.28,4, i dla Was happy birthday to you.
BGxBLppE8w0_clip_439_445,BGxBLppE8w0,Twoje dochody będą wzrastać wraz z Tobą,https://www.youtube.com/watch?v=BGxBLppE8w0&t=439s,"ma urodziny Sławomir Bizoń.  I o więcej osobach nie wiem.  Sorry, ale nie wiem po prostu.  Ale na pewno takowe są w tej grupie ludzi,  w której tu jesteśmy,  że jeszcze ktoś na pewno urodziny dzisiaj ma.  Więc dla tych osób, które mają urodziny,  a o których nie wiem,  również happy birthday to you.  Najlepsze życzenia takie z głębokiego serca płynące.  A tak naprawdę to wszystkim tego życzę,  o czym teraz powiedziałem.  Tak naprawdę wszystkim.  A propos jeszcze książek,  to pamiętajcie o tym,  że jest taka strona dla wszystkich nowych.  klub555.pl  Tam można założyć sobie konto,  oznaczać swoje obecności  i można zgadywać,  ile osób danego dnia się zaloguje.  I to zrobiła Stefania Szczepaniak.  Trafiła i otrzymuje ode mnie książkę.  Nie będzie tak zawsze,  do wyczerpania książek,  które mi się tam dublują,  ale chciałbym, żeby może teraz się pobawić.  Jeszcze ładnych parę dni  na pewno będzie można książkę wygrać.  Mój syn Krzysztof Goch ma urodziny.  Pisze Sława.  No to dobrze.  To dla niego też najlepsze życzenia.  Patrzę jeszcze, czy ktoś coś ważnego napisał,  ale piszecie same ważne rzeczy oczywiście.  Ale dobra.  Idźmy dalej, ponieważ jesteśmy w tygodniu z nawykiem.  Myśl codziennie o swoich pieniądzach.  Zapytałem się o jeden z systemów zarabiania pieniędzy.  Co myślisz o prowadzeniu własnego biznesu?  I 13% mówi nie dla mnie.  To zbyt ryzykowne.  15% mówi trzeba mieć wyjątkowe kompetencje.  Chcę, ale czegoś mi brakuje.  44% i wreszcie 28%.  Jestem zaskoczony, że aż 28% ankiet.",439.92,3, również happy birthday to you.
LPLi9lxoyqs_clip_732_738,LPLi9lxoyqs,Jak to jest z tym rynkiem pracy?,https://www.youtube.com/watch?v=LPLi9lxoyqs&t=732s,"Tak chciałbym, żebyście na pewno wszyscy już mieli dostęp.  Wszystko Małgosia pisze jasno i klarownie widać na grupie wyzwania.  Dokładnie tak jest.  Jeżeli ktoś nie ogarnia tego, to proszę do nas napisać i my pomożemy.  Mamy cudownych współpracowników, którzy na pewno pomogą Wam rozwiązać te wszystkie problemy.  Więc mamy dwie rzeczy.  Książka będzie. Nie wiem jak długo, na ile wystarczy mi książek, żeby je wysyłać,  ale póki co zabawa, żeby ktoś, kto zgadnie, żeby dostawał książkę.  Dobrze, dobrze Magda.  Wyślij screena i wyślij mi maila na kontaktmałpa.klub555.pl.  Na pewno Ci pomożemy.  Dla wszystkich starczy miejsca.  W wyzwaniu bierze udział całkiem spora grupa ludzi, ale poradzimy sobie z tym.  Ja wczoraj... Dobra, mamy jeszcze ważne rzeczy.  Była herbata, nie było dzwonka.  Ale mamy dzisiaj solenizantów, jubilatów, którzy nazywają się  Ania Osipiuk, Ania Skolminka, Jacek Ziegler, Adrian Rzewnik i Marcin Miszkiel.  Dla wszystkich...  Happy birthday to you.  Najpiękniejsze, najzgłębokiego serca płynące życzenia.  Cudownego, pięknego, długiego, szczęśliwego, zdrowego, bogatego, mądrego.  Spełnionego życia.  Czy te życzenia... Nie wiem.  Podobają Ci się takie życzenia?  Żeby mieć takie życie.  Tego Ci życzę z całego serca.  Wszystkim tym, którzy mają dzisiaj urodziny, o których wiem i o których nie wiem.  A Ania Skolminka miała urodziny wczoraj.  Tylko wysłała mi maila chyba gdzie indziej.  I albo ja przeoczyłem, Aniu, przepraszam.  I napisała mi taki piękny tekst.  Wysłała to przedwczoraj.  Fryderyku, jutro, w środę 23 października obchodzę swoje...",732.34,5, Happy birthday to you.
KLxeekJi7IM_clip_537_543,KLxeekJi7IM,"Wiem, że możesz tego nie polubić",https://www.youtube.com/watch?v=KLxeekJi7IM&t=537s,"krajewskiego. Natomiast ja już miałem  dzisiaj dać Ci linka do, chociaż mogę wrzucić linka  do jego sklepu, ale  to mogę, to jest, generalnie można się z nim  skontaktować i na temat tych urządzeń  porozmawiać sobie, bo ostatnio okazało się,  że znalazłem artykuł, który się pokazał na money.pl,  że wodór, że Chińczycy znaleźli zastosowanie  i twierdzą, że mogą odwrócić  proces starzenia. Także jeżeli ktoś jest  zainteresowany tymi niezwykłymi urządzeniami  do wytwarzania wodoru, którymi się zajmuje  Adam Krajewski, to zapraszam, można kliknąć  na ten link i  porozmawiać z Adamem na temat tych urządzeń.  Wrzucam link, ja to wrzucę jeszcze później  na YouTubie, będzie to jeszcze w komentarzach.  Zarówno na kanale Fryderyk Karzełek,  jak i na klubie 555, także  pojawi się. Natomiast zapomniałem dzisiaj,  zupełnie rano, kiedy się, kiedy siadam  tutaj przed komputerem, natychmiast włączam i oddycham  wodorem z tego niezwykłego urządzenia.  Dobra, miały być jeszcze  urodziny i urodziny  mają dzisiaj,  z tego co wiem i tym osobom życzę  pięknego, długiego, zdrowego, spełnionego,  szczęśliwego, bogatego,  mądrego życia. O tych osobach wiem dzisiaj.  To Karina Piechota,  przez dwa te chyba nawet widziałem  i Aldona Szczygieł. Taką informację dostałem  na maila. Pozostałych nie wiem,  albo nie dotarły. Jeżeli chcesz mnie poinformować  o swoich urodzinach, to pisz do mnie na kontakt  małpa-klub555.pl. Podobnie, jeżeli ktoś chce dostać  link po cenie 398 złotych,  to też proszę do mnie napisać tam  maila.  I wreszcie, ponieważ jesteśmy w tygodniu, a nie  happy birthday to you,",537.42,3," happy birthday to you,"
3cOMV2B2ce8_clip_510_516,3cOMV2B2ce8,Żyj na maksimum możliwości,https://www.youtube.com/watch?v=3cOMV2B2ce8&t=510s,"Prawda, że podobny? Bardzo.  Wprawdzie tę grzywkę to mam  taką... Nie, jestem  podobny. Dobra.  Herbaty się napiłem, więc głos  powoli, powoli  wraca, a ja  bardzo, bardzo się cieszę, że mogę  się z Tobą spotkać o poranku.  Wczoraj tak  jeszcze rzutem na taśmę...  Nie, czekaj jeszcze. Urodziny.  Dobra. Ja już chciałbym Ci  powiedzieć o rzeczach, które mi tam gdzieś  w głowie krążą.  Na pewno Kasia Jaworska, na pewno Katarzyna  Sobiech mają dzisiaj urodziny  i nie wiem, bo napisała w komentarzach  Marta Nonas-Babut, napisała,  żeby względem urodzin,  żeby podać jej adres  mailowy, więc nie wiem, może Marta też  ma dzisiaj urodziny, ale pewnie  gdzieś tam  mi napisze maila, czy  rzeczywiście miała dzisiaj urodziny,  czy może jeszcze ma  w tym tygodniu. W każdym razie  dla tych dziewczyn i dla wszystkich innych,  którzy mają urodziny  dzisiaj  najlepsze życzenia.  Długiego,  pięknego,  mądrego, spełnionego,  szczęśliwego,  zdrowego,  bogatego, pełnego miłości  i życzliwości  życia.  Dla wszystkich tych,  którzy mają urodziny,  o których wiem, o których nie wiem  i dla nich zawsze śpiewam  Happy Birthday to you.  Tak jakoś nisko to zaśpiewałem, Adam, nie?  Inaczej.  Ja tam na muzyce się nie znam.  Śpiewać każdy może  trochę lepiej lub trochę gorzej, więc  korzystam z tego  prawa. Obiecałem  wczoraj, że zapytam  na czacie,  czy uważasz, że pieniądze  szczęścia nie dają,  i są źródłem wszelkiego zła.  Uwaga, ciągle  1% uwagi.",510.24,3, Happy Birthday to you.
hoVPTKrwpKM_clip_421_427,hoVPTKrwpKM,Co przyniesie Ci świadome przebudzenie?,https://www.youtube.com/watch?v=hoVPTKrwpKM&t=421s,"Joanna, dzisiaj zaśpiewam Ci  Happy Birthday to you  dla też wszystkich, o których  nie wiem, a mają dzisiaj urodziny,  bo mi nie napisali maila  na kontaktmałpa  klub555.pl  Ale jak mi  napiszesz maila, to ja zrobię wszystko.  To nie jest jeszcze gwarancja, że  ja zaśpiewam, bo może być ktoś inny  w tym dniu za mnie, albo  na przykład mi to gdzieś  umknie, bo tych maili  to trochę dostaję.  I czasami jest problem, żeby na nie  odpisać, bo tak policz sobie, że  odpisanie na maila to jest przynajmniej 5 minut,  bo trzeba pomyśleć, trzeba  coś tam poklikać,  napisać, jeżeli na przykład 20 osób  napisze do mnie maila i na każdego  miałbym odpowiedzieć i to jest, na każdego  by było średnio 5 minut,  zazwyczaj jest trochę więcej, ale to jest  20 razy 5,  to już mamy 100 minut, czyli to jest  ponad półtorej godziny i to już  jest dużo, ponieważ prowadzę  bardzo intensywny tryb życia i  dlatego proszę Cię, jeżeli piszesz  do mnie maila, a ja nie odpisuję,  to to nie oznacza, że nie  przeczytałem, bo jeżeli jest coś  naprawdę ważnego, to ja reaguję,  ale dociera to do mnie, dlatego  pisz do mnie maile na  kontaktmałpa.klub555.pl  A teraz chciałbym  jeszcze jedną rzecz zrobić.  Otóż, moi drodzy,  okazuje się,  że oglądają  mnie również w szkołach  podstawowych.  Jeszcze może tylko dokończę temat.  Mianowicie zapytałem się,  czy bierzesz  udział w wyzwaniu.  Twój najlepszy rok. Okazuje się, że  26% nie ma  na to pieniędzy.  44% nie bierze udziału, bo  nie chce. 23% bierze  po raz pierwszy udział, to dobry wynik  całkiem i po raz kolejny  7, czyli 30% klubowiczów  bierze udział w wyzwaniu,  w wielkim wyzwaniu. Twój  najlepszy rok 2025,  o ile widzicie.  Essentials  Creations  Sync  Work  unbox  wszystkie  Jeżeli  jeśli  inimeta альный",421.9,3, Happy Birthday to you
Dpz0s34Xhx4_clip_437_443,Dpz0s34Xhx4,Najpiękniejszy rezultat uważności,https://www.youtube.com/watch?v=Dpz0s34Xhx4&t=437s,"Jeżeli ktoś się jeszcze nie zdecydował na to, to teraz można jeszcze dołączyć.  I link będzie na YouTubie w komentarzach.  Można tam jeszcze go znaleźć.  Dobra, ja jeszcze tylko jedna informacja ważna.  Blanka Jonder ma dzisiaj urodziny i dla niej  Happy Birthday to you!  Dobra, to już tak ten dzwonek i możemy zaczynać.  Zaczynamy.  Ale czasami potrzebujemy w życiu,  zdarza się tak,  że zdarza się w naszym życiu sytuacja,  która stawia nas przed ogromnym wyzwaniem.  Jest pewnego rodzaju życiową próbą  i taka sytuacja przytrafiła się mojemu bratu.  Już lat temu, ile to było?  2006, dobrze pamiętam?  Jeszcze 2011 było pierwsze porwanie,  a to drugie porwanie, które było naprawdę takim ciosem,  to było dokładnie 10 lat temu.  Stąd właśnie ta okazja.  Czyli jest ta okazja, że na tę rocznicę 10 lat powstała książka.  Ja może już teraz zasygnalizuję, że Tomek wyda wkrótce książkę,  która się nazywa  Dotąd aż Cię odnajdę.  Never give up.  I przydarzyła się sytuacja,  sytuacja niezwykła, straszna.  I gdybyś zechciał teraz to wprowadzić,  ponieważ moimi słowami nie będzie to tak dosadne,  co przytrafiło się dokładnie 10 lat temu  z Twoją córeczką,  wydarzyła się sytuacja koszmarna.  I gdybyś zechciał teraz naszych klubowiczów wprowadzić do tej sytuacji.  My o tym mówiliśmy już kiedyś.  Tak, tak, mówiliśmy o tym.  Aczkolwiek jest to sytuacja,  która nawet jak teraz mówię,  to jest mi bardzo ciężko na sercu,  bo nie życzę tego nikomu  i chyba każdy rodzic,  który jest w podobnej sytuacji,  gdzie...",437.0,3, Happy Birthday to you!
sWzHG4W2p4g_clip_482_488,sWzHG4W2p4g,Wzburzony umysł,https://www.youtube.com/watch?v=sWzHG4W2p4g&t=482s,"Jeżeli wysyłasz mi informację na temat kontakt,  nie na temat, tylko na adres kontaktmałpa.klub555.pl,  to ja odczytuję te informacje i chcę powiedzieć,  że odczytuję wszystkie informacje.  O, widzę, że jeszcze teraz, przed chwilą,  otrzymałem informację od Manueli Kołodziejczak.  Dokładnie przed chwilą.  Bardzo piękny tekst mi napisałaś.  Dziękuję Ci bardzo.  A mamy jeszcze Maciek Bąk do mnie napisał.  Dziękuję Ci, Maćku, że do mnie napisałeś w związku z tymi rzeczami.  Dlaczego urywa czasami YouTube, że to może być po mojej stronie?  Sprawdzę, Maćku. Na pewno to zobaczę.  Także, dobra, wszystko jest.  Adrian Lider, a to może Ty mi napisałeś tego Messengera, tak?  A Ty jesteś Adrian Rzewnik?  No to dobrze, to dwa razy Cię wymieniłem.  Happy birthday to you.  Życzę Ci, Tobie, kto ma dzisiaj urodziny  i oczywiście mam Ci Iwonce i wszystkim innym,  życzę Ci pięknego, długiego, zdrowego, bogatego,  z naciskiem bogatego we wszystko, co tylko możliwe,  szczęśliwego, spełnionego, długiego, już powiedziałem, życia.  Dziękuję.  Niech się darzy.  Takie życzenia będę zawsze składał tym, którzy mają urodziny,  ale niech to będzie również po części dla każdego dzisiejszego klubowicza,  który o 5.55 jest.  No i dobra, moi drodzy, czego jeszcze nie było?  Dzisiaj dzwonek był.  A dobra, zapytałem się na czacie, jak często medytujesz.  Nigdy, bo nie umiem, deklaruję, czy...",482.86,3, Happy birthday to you.
REgNjI7daT8_clip_497_503,REgNjI7daT8,"Praktykuj uważność, czyli co?",https://www.youtube.com/watch?v=REgNjI7daT8&t=497s,"powiedzieć, życzyć. Grzegorz Fonfara  przedwczoraj, 16.  Grzesiu, wysłałeś chyba na nie  ten mail, co trzeba. Pamiętajcie o tym, żeby  wysyłać na maila  kontaktmałpa.klub555.pl  To jest taka strona  klub555 i tam pod to podpięta jest  poczta również.  Katarzyna Piaskowska,  która na urodziny sprawiła  sobie wyzwanie Twój Najlepszy  Rok 2025.  Dziękuję Ci, Kasiu, że o tym  napisałaś w komentarzach.  To ważne. Ale oprócz tego  jeszcze urodziny mają Natalia Nakurska,  Kornela Wawrzak, Łukasz Choiński,  ten, który na początku, kiedy  szedłem do Santiago, robił  poranny trening jeszcze przed klubem,  twardziel. Barbara  Fober, Ela Mielczarek,  Jerzy Chirkowski, przepraszam,  poprawiła mi, poprawiacz mi  poprawił, Jerzy Chirkowski, przepraszam  Cię, Jurku, miało być Chirkowski  i Magdalena Majka  miała również  wczoraj urodziny. Magda Majka.  No, pamiętaj, Magda,  to minie, wszystko minie, będzie  dobrze. Nie mówię o urodzinach,  mówię o tym, że jeżeli  się coś dzieje, co nam się nie podoba w życiu,  to trzeba się pocieszyć i powiedzieć  to minie.  A zatem, moi drodzy, dla wszystkich  solenizantów,  happy birthday to you.  Najlepsze życzenia.  Coś mi się troszeczkę zafałszowało chyba, ale  mam nadzieję, że  zostanie mi to wybaczone.  Działa  wszystko? Działa?  Okej.  Chyba wszystko działa.  I dobrze.  Dobrze, bo jak wszystko działa,  właśnie dwa razy przerwało  live'a właśnie w Turcji.  Chyba jeszcze nie do końca mają taki stabilny  internet, jak my mamy w Polsce.  I przerwało dwa razy.  Ale co zrobić?  Nie mamy na to wpływu, w związku  z czym nie możemy się  tym w ogóle przejmować.  Dzięki.",497.44,3, happy birthday to you.
ZB0TfJWOqq4_clip_498_504,ZB0TfJWOqq4,A miało być tak pięknie,https://www.youtube.com/watch?v=ZB0TfJWOqq4&t=498s,"historię i dopiero na sam koniec  się zorientowałem, że  nie ma lajwa.  Oskar Tomecki, Andrzej Ptak,  Anna  Zarzyńska mają  dzisiaj urodziny.  Jeszcze mąż Agnieszki N. ma też  urodziny, który nie chce dołączyć  do wyzwania Twój Najlepszy Rok,  bo nie widzi powagi sytuacji.  Moi drodzy, jutro  wieczorem będzie  kolejny webinar na ten temat.  Akurat nie mam linka dzisiaj do tego,  ale jutro wieczorem  szukaj generalnie  adresu, gdzie  można wziąć udział w webinarze, ponieważ  jutro o 19 w czwartek będę  mówił jeszcze raz  na temat wyzwania i będę przekonywał  do tego, żeby koniecznie wziąć w tym  udział, bo to po prostu  działa.  Zazwyczaj obawiamy się rzeczy,  które się nie dzieją.  No tak, tacy już jesteśmy.  Cóż,  jeszcze chciałem...  A, bo urodziny ma  Oskar Tomecki, Andrzej Ptak i Anna Zarzyńska  i mąż Agnieszki N. i dla nich  z głębokiego serca płynące życzenia.  Długiego, szczęśliwego,  spełnionego, bogatego, zdrowego,  mądrego życia.  I dla nich  oczywiście happy birthday  to you.  Trzymaj Fryderyk transmisję,  pisze Lech Hacewicz. No trzyma,  jak mogę. No nie wiem, jak mogę na to  wpłynąć. Po prostu  to już dzisiaj ostatni dzień, jak jestem w Turcji.  Może, może wytrzyma.  A tak się akurat stało, że  wczoraj, kiedy ogłaszałem  tę smutną wiadomość  o Krzysiu Skrobiszu  z Wrocławia, który  niestety niespodziewanie od nas odszedł.  Po prostu.  To przerwało.  Ja nawet nie wiem, były wczoraj życzenia  urodzinowe? Chyba były, nie?  Bo ja później o Krzysiu powiedziałem.  I Wiola Różańska napisała Fryderyku.",498.4,3, oczywiście happy birthday
byIbCe6qoDI_clip_444_450,byIbCe6qoDI,Niech to będzie naprawdę wspaniały dzień,https://www.youtube.com/watch?v=byIbCe6qoDI&t=444s,"Atocha Małgosia z Monachium miała wczoraj,  ale jeszcze raz powtarzam,  moi drodzy, piszcie do mnie,  jeżeli chcecie, żebym składał życzenia,  na kontakt małpa klub555.pl,  bo bardzo często wysyłacie na inne maile,  a ja tam nie zawsze zaglądam  i dociera taka informacja do mnie później.  A zatem dla wszystkich tych solenizantów  happy birthday to you!  Z serca głębokiego płynące życzenia,  długiego, pięknego, spełnionego,  szczęśliwego, bogatego, mądrego, zdrowego życia  dla wszystkich naszych solenizantów.  Ale jeszcze jedna informacja,  jedna piękna, druga bardzo smutna.  Ta piękna to dziewczyny prosiły,  które były ostatnio w Paryżu,  emigrantki na szpilkach,  były z wizytą w Paryżu  i chciały bardzo serdecznie podziękować  Kasi Stawskiej i Nice Wigo,  Nika Wigo i Kasia Stawska  oprowadzały dziewczyny z Düsseldorfu,  czy z Niemiec w ogóle po Paryżu  i serdeczne podziękowania chcą wyrazić  tej dziewczyny właśnie i Nice i Kasi.  Ogromne.  Natomiast czasami brakuje słów,  żeby wyrazić to, co poczułem  w momencie, kiedy wczoraj,  wczoraj,  w ciągu dnia dotarła do mnie  niezwykle smutna wiadomość.  Mianowicie,  ktoś bardzo, bardzo wyjątkowy.  Naprawdę brakuje mi słów.  Ktoś absolutnie wyjątkowy.  Ktoś, kto  tworzył Wrocławski Klub 555.  Odszedł.  W wieku 55 lat.  Po prostu  zasnął i się nie odpoczął.",444.1,3, happy birthday to you!
